Time,Light,Avg
19127,765,846
19142,851,701
19158,691,799
19173,783,839
19189,847,721
19205,710,823
19220,809,834
19236,843,745
19251,734,858
19267,840,829
19283,840,773
19298,760,866
19314,865,824
19329,838,801
19345,789,867
19361,870,823
19376,837,832
19392,817,870
19407,871,815
19423,836,865
19439,848,870
19454,872,800
19470,833,879
19485,878,871
19501,874,814
19517,825,880
19532,881,872
19548,874,833
19563,823,881
19579,882,871
19595,874,854
19610,841,881
19626,881,868
19641,871,872
19657,859,880
19673,881,862
19688,867,880
19704,875,877
19719,879,844
19735,856,882
19751,880,874
19766,875,815
19782,827,880
19797,880,867
19813,870,819
19829,806,876
19844,877,854
19860,860,824
19875,811,872
19891,873,829
19907,840,830
19922,815,865
19938,867,757
19953,802,835
19969,819,854
19985,858,745
