Time,Light,Avg
13057,864,824
13073,845,818
13088,782,830
13104,864,828
13120,837,824
13135,800,834
13151,862,828
13166,824,827
13182,819,835
13198,860,824
13213,803,826
13229,838,832
13244,857,823
13260,759,827
13276,860,830
13291,853,823
13307,772,829
13322,867,829
13338,848,823
13354,787,834
13369,865,832
13385,840,828
13400,803,837
13416,863,832
13432,828,830
13447,820,838
13463,860,828
13478,804,829
13494,838,835
13510,856,825
13525,758,828
13541,858,832
13556,852,824
13572,769,829
13588,864,829
13603,846,823
13619,783,832
13634,863,830
13650,836,825
13666,798,834
13681,861,828
13697,821,826
13712,814,833
13728,858,822
13744,790,823
13759,831,828
13775,854,818
13790,751,822
13806,851,825
13822,849,817
13837,763,823
13853,864,824
13868,843,818
13884,779,829
13900,863,826
13915,832,822
13931,795,831
13946,861,825
13962,817,823
13978,812,831
13993,857,820
14009,789,821
14024,831,827
14040,854,817
14056,753,821
14071,853,825
14087,850,817
14102,766,823
14118,864,825
14134,845,819
14149,782,830
14165,864,828
14180,837,824
14196,801,834
14212,862,828
14227,825,827
14243,818,835
14258,860,826
14274,804,827
14290,838,833
14305,856,824
14321,759,827
14336,860,831
14352,853,823
14368,772,829
14383,866,830
14399,848,824
14414,787,834
14430,865,832
14446,840,828
14461,803,837
14477,863,832
14492,828,831
14508,820,838
14524,860,829
14539,804,830
14555,838,835
14570,857,826
14586,758,829
14602,858,832
14617,853,824
14633,769,829
14648,864,829
14664,846,823
14680,783,832
14695,863,829
14711,835,825
14726,798,834
14742,861,828
14758,820,826
14773,814,833
14789,857,822
14804,790,823
14820,830,828
14836,853,818
14851,751,822
14867,851,825
14882,849,816
14898,764,823
14914,864,823
14929,843,817
14945,779,828
14960,863,826
14976,833,822
14992,795,831
15007,860,825
15023,816,823
15038,812,831
15054,858,820
15070,790,821
15085,831,827
15101,855,817
15116,753,822
15132,854,825
15148,850,817
15163,766,824
15179,864,825
15194,845,819
15210,783,830
15226,864,828
15241,837,825
15257,800,834
15272,862,829
15288,825,828
15304,818,836
15319,860,826
15335,804,828
15350,838,833
15366,858,824
15382,759,828
15397,860,831
15413,853,824
15428,772,829
15444,867,830
15460,848,824
15475,787,834
15491,865,831
15506,839,828
15522,803,837
15538,863,832
15553,828,831
15569,820,838
15584,860,828
15600,804,829
15616,838,834
15631,856,825
15647,758,828
15662,857,831
15678,852,823
15694,768,828
15709,864,829
15725,845,822
15740,782,832
15756,864,829
15772,835,825
15787,798,834
15803,861,828
15818,821,826
15834,813,833
15850,858,822
15865,790,823
15881,831,828
15896,854,818
15912,751,822
15928,850,825
15943,849,816
15959,763,823
15974,864,824
15990,842,817
16006,779,828
16021,863,826
16037,832,821
16052,795,831
16068,860,825
16084,817,823
16099,813,831
16115,858,820
16130,790,821
16146,832,827
16162,854,817
16177,754,821
16193,854,825
16208,851,817
16224,767,824
16240,864,825
16255,845,819
16271,784,830
16286,864,828
16302,837,825
16318,802,835
16333,862,829
16349,825,828
16364,819,836
16380,860,826
16396,804,828
16411,839,833
16427,857,824
16442,759,828
16458,860,831
16474,853,823
16489,772,829
16505,867,830
16520,848,824
16536,787,834
16552,865,831
16567,840,828
16583,803,837
16598,863,832
16614,827,830
16630,819,838
16645,860,828
16661,804,829
16676,837,834
16692,856,825
16708,757,828
16723,857,831
16739,851,823
16754,768,828
16770,864,828
16786,845,822
16801,782,832
16817,863,829
16832,836,825
16848,797,834
16864,861,827
16879,818,825
16895,813,833
16910,858,821
16926,787,822
16942,831,828
16957,854,818
16973,751,821
16988,851,824
17004,849,816
17020,763,823
17035,864,824
17051,842,817
17066,778,829
17082,863,826
17098,833,821
17113,795,831
17129,860,825
17144,818,823
17160,813,831
17176,858,820
17191,792,821
17207,832,827
17222,855,817
17238,754,821
17254,854,825
17269,851,817
17285,767,824
17300,864,825
17316,846,819
17332,784,831
17347,864,828
17363,837,825
17378,801,835
17394,862,829
17410,827,828
17425,819,836
17441,860,826
17456,806,828
17472,839,833
17488,857,824
17503,759,828
17519,860,831
17534,853,824
17550,772,829
17566,866,830
17581,847,824
17597,786,834
17612,865,832
17628,839,828
17644,804,837
17659,862,832
17675,826,830
17690,819,837
17706,860,827
17722,802,829
17737,837,834
17753,856,824
17768,757,828
17784,856,830
17800,851,822
17815,767,828
17831,864,828
17846,845,822
17862,781,832
17878,863,828
17893,834,824
17909,797,833
17924,860,826
17940,818,824
17956,813,832
17971,858,821
17987,787,821
18002,830,827
18018,854,817
18034,751,821
18049,850,824
18065,848,816
18080,762,823
18096,864,823
18112,842,817
18127,778,828
18143,863,826
18158,833,822
18174,795,831
18190,860,825
18205,818,823
18221,813,831
18236,858,820
18252,792,821
18268,832,827
18283,855,818
18299,754,822
18314,855,825
18330,851,818
18346,768,824
18361,864,826
18377,846,820
18392,785,831
18408,864,829
18424,839,825
18439,801,835
18455,862,830
18470,826,829
18486,819,837
18502,860,827
18517,805,829
18533,839,834
18548,857,825
18564,759,829
18580,859,832
18595,853,824
18611,771,830
18626,866,830
18642,848,825
18658,787,834
18673,865,831
18689,840,828
18704,803,837
18720,863,831
18736,826,830
18751,819,837
18767,859,826
